,ID energetske izkaznice,Datum izdelave,Velja do,Šifra KO,Številka stavbe,Številka dela stavbe,Tip izkaznice,Potrebna toplota za ogrevanje,Dovedena energija za delovanje stavbe,Celotna energija,Dovedena električna energija,Primarna energija,Emisije CO2,Kondicionirana površina stavbe,Energijski razred,EPBD 
1,2025-808-65-119802,14.02.2025,14022035,2631,2293,0.0,merjena,,,472179.28,162452.0,584378.01,87937.0,2566.0,A1,DRUGO
9,2025-808-65-119803,14.02.2025,14022035,2630,138,0.0,merjena,,,28353.0,15353.0,23029.5,6448.0,270.0,A1,DRUGO
19,2025-983-194-120786,19.02.2025,19022035,1077,1611,0.0,merjena,,,178467.08,40821.0,212642.19,55238.0,1363.0,A1,PISARNE
20,2025-983-194-120789,19.02.2025,19022035,1074,2016,0.0,merjena,,,173281.0,45481.0,208801.5,44662.0,840.0,A1,PISARNE
114,2024-866-17-119385,31.12.2024,31122034,2636,7755,0.0,merjena,,,2146741.0,1299391.0,3050641.5,766055.0,12241.0,A1,PISARNE
136,2025-798-80-116128,07.01.2025,7012035,1203,762,0.0,merjena,,,109411.35,73311.0,149676.89,41260.0,1216.0,A1,IZOBRAZ
138,2025-798-80-118660,07.01.2025,7012035,1200,324,0.0,merjena,,,344011.5,159379.0,442164.25,107558.0,1600.0,A1,BOLNICA
140,2025-798-80-119024,07.01.2025,7012035,1221,179,0.0,merjena,,,46305.84,39792.0,66853.22,18602.0,802.0,A1,IZOBRAZ
141,2025-798-80-119026,07.01.2025,7012035,1225,283,0.0,merjena,,,39734.75,33113.0,56953.43,15828.0,733.0,A1,IZOBRAZ
153,2025-923-214-121034,05.03.2025,5032035,396,57,0.0,merjena,,,19346.98,8452.0,24662.48,6709.0,415.0,A1,DRUGO
154,2025-923-214-121037,05.03.2025,5032035,399,500,0.0,merjena,,,28606.56,5331.0,33599.62,8989.0,551.0,A1,DRUGO
157,2025-972-42-118968,07.02.2025,7022035,1738,3436,0.0,merjena,,,326381.0,176880.0,373799.39,78251.0,2230.0,A1,PISARNE
158,2025-972-42-118969,07.02.2025,7022035,1738,1912,0.0,merjena,,,197607.0,62831.0,244218.28,55298.0,1297.0,A1,PISARNE
184,2025-935-36-120260,04.02.2025,4022035,147,479,0.0,merjena,,,16443.0,16443.0,24664.5,6906.0,44.0,A1,DRUGO
185,2025-935-36-120264,04.02.2025,4022035,147,480,0.0,merjena,,,21809.0,21809.0,32713.5,9160.0,40.0,A1,DRUGO
203,2025-959-167-120637,13.02.2025,13022035,1731,1753,0.0,merjena,,,52029.0,7933.0,60405.1,12151.0,417.0,A1,PISARNE
222,2025-860-2-121222,06.03.2025,6032035,105,2750,0.0,merjena,,,181320.19,74644.0,229309.81,62287.0,1417.0,A1,DRUGO
239,2025-886-61-118651,07.02.2025,7022035,635,926,0.0,merjena,,,23818.0,13758.0,31703.0,8696.0,184.0,A1,IZOBRAZ
258,2025-983-194-121808,21.03.2025,21032035,1077,405,0.0,merjena,,,204431.0,54663.0,246739.3,52912.0,1890.0,A1,SPORT
293,2025-913-244-120176,07.02.2025,7022035,1992,1006,0.0,merjena,,,192203.36,20261.0,289524.1,58373.0,1391.0,A1,IZOBRAZ
294,2025-913-244-120177,07.02.2025,7022035,1992,258,0.0,merjena,,,56619.7,10394.0,66439.27,17771.0,545.0,A1,DRUGO
295,2025-913-244-120183,07.02.2025,7022035,1992,245,0.0,merjena,,,260269.14,-1232.9,200052.84,14806.0,3332.0,A1,IZOBRAZ
297,2025-913-410-120256,07.02.2025,7022035,2147,183,0.0,merjena,,,19770.0,19770.0,29655.0,8303.0,92.0,A1,IZOBRAZ
298,2025-913-410-120268,07.02.2025,7022035,2147,81,0.0,merjena,,,227733.0,55453.0,272687.5,57746.0,816.0,A1,IZOBRAZ
306,2025-958-166-121623,19.03.2025,19032035,1200,330,0.0,merjena,,,121497.0,21540.0,142262.7,29038.0,1513.0,A1,DRUGO
360,2025-1002-232-121234,13.03.2025,13032035,850,437,0.0,merjena,,,115947.0,17508.0,85521.2,18128.0,1487.0,A1,PRODAJA
378,2025-886-61-119247,07.02.2025,7022035,657,1599,0.0,merjena,,,1020150.0,270638.0,1230420.2,263570.0,3817.0,A1,BOLNICA
380,2025-886-61-119246,07.02.2025,7022035,657,1518,0.0,merjena,,,269402.0,71470.0,324930.2,69604.0,1008.0,A1,BOLNICA
381,2025-886-61-119245,07.02.2025,7022035,657,1538,0.0,merjena,,,1187458.0,315023.0,1432213.0,306797.0,4443.0,A1,BOLNICA
384,2025-886-61-119244,07.02.2025,7022035,657,1641,0.0,merjena,,,1440826.0,382240.0,1737804.6,372258.0,5391.0,A1,BOLNICA
385,2025-886-61-118883,07.02.2025,7022035,708,708,758.0,merjena,,,98719.0,20670.0,116858.9,24291.0,2009.0,A1,IZOBRAZ
396,2025-876-87-121106,02.03.2025,2032035,1587,248,0.0,merjena,,,42942.5,29000.0,58836.75,16223.0,287.0,A1,HOTELI
438,2025-967-400-121414,12.03.2025,12032035,753,821,0.0,merjena,,,356428.0,122993.0,441268.0,98344.0,1612.0,A1,PRODAJA
441,2025-972-42-119942,31.01.2025,31012035,1722,7643,572.0,merjena,,,132458.5,69825.0,173634.35,43106.0,1504.0,A1,PISARNE
448,2025-972-42-119967,31.01.2025,31012035,2636,3532,0.0,merjena,,,383917.0,218521.0,511826.22,127256.0,1852.0,A1,PISARNE
456,2025-983-194-121752,21.03.2025,21032035,1075,2917,0.0,merjena,,,163483.0,46986.0,175908.79,60741.0,1265.0,A1,IZOBRAZ
457,2025-983-194-121766,21.03.2025,21032035,1077,1356,0.0,merjena,,,784140.0,323857.0,992096.8,228077.0,4600.0,A1,IZOBRAZ
533,2025-860-2-121364,11.03.2025,11032035,105,3953,0.0,merjena,,,278290.0,102293.0,347036.2,81682.0,2467.0,A1,PISARNE
535,2025-1033-412-118267,11.03.2025,11032035,657,712,0.0,merjena,,,458978.0,91358.0,614943.0,133952.0,3605.0,A1,BLOKI
537,2025-984-44-121749,21.03.2025,21032035,1736,1278,0.0,merjena,,,275096.0,132146.0,345517.54,99394.0,2938.0,A1,PISARNE
592,2025-866-17-121788,21.03.2025,21032035,2304,2393,6.0,merjena,,,57896.0,23328.0,79930.4,18785.0,282.0,A1,PISARNE
651,2025-918-50-121094,03.03.2025,3032035,1974,1056,0.0,merjena,,,108358.0,80253.0,151295.0,39327.0,469.0,A1,HOTELI
683,2025-958-166-119703,16.01.2025,16012035,1738,1596,0.0,merjena,,,445164.0,302621.0,639237.4,164162.0,3435.0,A1,PRODAJA
763,2025-876-87-121104,02.03.2025,2032035,1587,247,0.0,merjena,,,336115.0,238875.0,465276.5,128527.0,827.0,A1,HOTELI
778,2025-923-214-120537,14.02.2025,14022035,332,277,2.0,merjena,,,71447.0,55041.0,82561.5,23117.0,961.0,A1,IZOBRAZ
793,2025-926-87-120873,28.02.2025,28022035,1316,437,0.0,merjena,,,902780.0,150539.0,376256.7,93316.0,7820.0,A1,IZOBRAZ
865,2025-913-410-120282,17.02.2025,17022035,2141,112,0.0,merjena,,,46707.71,1670.0,71066.48,13762.0,352.0,A1,IZOBRAZ
866,2025-913-410-120303,17.02.2025,17022035,2142,254,0.0,merjena,,,61469.0,9263.0,24335.7,5979.0,587.0,A1,IZOBRAZ
913,2025-983-194-121473,13.03.2025,13032035,1077,2956,0.0,merjena,,,115101.0,13636.0,132065.5,26020.0,708.0,A1,IZOBRAZ
918,2025-983-194-121477,13.03.2025,13032035,1076,1185,0.0,merjena,,,154906.0,35169.0,161115.49,56918.0,960.0,A1,IZOBRAZ
919,2025-983-194-121478,13.03.2025,13032035,1079,846,0.0,merjena,,,657101.0,167813.0,789936.3,168339.0,4911.0,A1,IZOBRAZ
930,2025-886-61-119283,05.03.2025,5032035,638,314,0.0,merjena,,,48551.0,5914.0,55771.7,11011.0,365.0,A1,IZOBRAZ
932,2025-886-61-119284,05.03.2025,5032035,657,357,0.0,merjena,,,447802.0,114608.0,538425.4,114774.0,1658.0,A1,IZOBRAZ
933,2025-913-410-120308,05.03.2025,5032035,2146,242,0.0,merjena,,,35630.0,11490.0,43789.0,9654.0,420.0,A1,IZOBRAZ
934,2025-913-409-120533,05.03.2025,5032035,2119,660,0.0,merjena,,,120599.0,43662.0,245175.7,33725.0,2130.0,A1,IZOBRAZ
935,2025-913-409-120958,05.03.2025,5032035,2126,121,2.0,merjena,,,55320.0,12062.0,65676.8,17611.0,322.0,A1,IZOBRAZ
936,2025-913-409-120963,05.03.2025,5032035,2119,374,0.0,merjena,,,503487.0,-37963.0,891150.5,92346.0,8553.0,A1,IZOBRAZ
996,2025-926-87-121538,17.03.2025,17032035,1316,1706,0.0,merjena,,,126359.0,101126.0,179445.3,47520.0,688.0,A1,DRUGO
999,2025-923-214-121220,17.03.2025,17032035,505,380,0.0,merjena,,,52439.0,42481.0,63721.5,17842.0,398.0,A1,IZOBRAZ
1000,2025-923-214-121596,17.03.2025,17032035,345,388,0.0,merjena,,,133039.0,102347.0,153520.5,42986.0,1705.0,A1,IZOBRAZ
1025,2025-1026-396-121424,13.03.2025,13032035,1730,36,0.0,merjena,,,2477575.0,936798.0,2884342.92,829495.0,19154.0,A1,PISARNE
1043,2025-989-65-121355,12.03.2025,12032035,1722,1265,0.0,merjena,,,114221.0,74853.0,155584.3,39312.0,604.0,A1,PISARNE
1054,2025-913-244-120463,17.02.2025,17022035,2125,107,2.0,merjena,,,27734.1,3741.0,32003.91,8529.0,250.0,A1,DRUGO
1055,2025-913-244-120465,17.02.2025,17022035,2106,639,2.0,merjena,,,138261.0,23593.0,161524.3,32843.0,751.0,A1,DRUGO
1061,2025-913-409-120520,17.02.2025,17022035,2081,97,0.0,merjena,,,103697.0,14056.0,119689.1,23832.0,691.0,A1,IZOBRAZ
1062,2025-913-409-120524,17.02.2025,17022035,2125,185,0.0,merjena,,,82544.94,17165.0,97665.43,26169.0,559.0,A1,IZOBRAZ
1093,2025-972-42-119942,31.01.2025,31012035,1722,7643,571.0,merjena,,,132458.5,69825.0,173634.35,43106.0,1504.0,A1,PISARNE
1104,2025-1027-58-121456,16.03.2025,16032035,1886,1094,0.0,merjena,,,82994.0,24532.0,112798.6,25504.0,930.0,A1,IZOBRAZ
1122,2025-1027-58-121161,04.03.2025,4032035,1886,2231,0.0,merjena,,,134291.0,44468.0,96343.59,18677.0,1520.0,A1,IZOBRAZ
1124,2025-1013-22-121001,06.03.2025,6032035,1075,2152,0.0,merjena,,,1634188.0,1204931.0,2279579.2,591922.0,4644.0,A1,DRUGO
1161,2025-836-32-120702,26.02.2025,26022035,716,2040,0.0,merjena,,,20606.83,12337.0,27602.31,7580.0,287.0,A1,DRUGO
1165,2025-857-4-120985,28.02.2025,28022035,657,2318,817.0,merjena,,,1001137.0,287280.0,1216162.7,263429.0,14605.0,A1,PISARNE
1166,2025-857-4-120985,28.02.2025,28022035,657,2318,818.0,merjena,,,1001137.0,287280.0,1216162.7,263429.0,14605.0,A1,PISARNE
1245,2024-969-17-115601,14.08.2024,14082034,1753,3125,3.0,merjena,,,65900.0,65900.0,98850.0,27678.0,594.0,A1,PISARNE
1327,2024-972-42-114856,07.08.2024,7082034,1730,99,0.0,merjena,,,583966.0,347052.0,790541.61,198120.0,4691.0,A1,PRODAJA
1329,2024-972-42-114828,07.08.2024,7082034,1730,4110,0.0,merjena,,,159966.0,115676.0,223982.99,58372.0,2423.0,A1,PRODAJA
1330,2024-972-42-114827,07.08.2024,7082034,1730,254,0.0,merjena,,,319859.0,231303.0,447864.49,116718.0,4845.0,A1,PRODAJA
1331,2024-972-42-114826,07.08.2024,7082034,1730,90,0.0,merjena,,,200012.0,133589.0,276072.99,70787.0,2878.0,A1,PRODAJA
1332,2024-972-42-114825,07.08.2024,7082034,1730,1841,0.0,merjena,,,200012.0,133589.0,276072.99,70787.0,2878.0,A1,PRODAJA
1333,2024-972-42-114824,07.08.2024,7082034,1730,4109,0.0,merjena,,,301662.0,223352.0,424261.71,111114.0,2350.0,A1,PRODAJA
1399,2024-918-50-119164,20.12.2024,20122034,2636,3522,0.0,merjena,,,605462.0,286011.0,844302.8,203182.0,4494.0,A1,PISARNE
1409,2024-1002-232-118422,31.12.2024,31122034,657,2762,0.0,merjena,,,762088.0,412787.0,1003411.6,243231.0,2557.0,A1,DRUGO
1413,2025-798-80-119028,07.01.2025,7012035,1189,341,0.0,merjena,,,677611.0,175707.0,815654.9,184216.0,5917.0,A1,IZOBRAZ
1416,2024-876-87-118351,23.11.2024,23112034,942,710,0.0,merjena,,,1080065.0,438732.0,869737.89,184267.0,6407.0,A1,STANOVANJE
1447,2024-765-361-117675,27.11.2024,27112034,1281,1081,1.0,merjena,,,79664.0,-21530.0,173386.4,2749.0,1274.0,A1,PISARNE
1452,2024-827-121-118450,27.11.2024,27112034,2002,2875,0.0,merjena,,,676207.0,129591.0,795664.1,163751.0,5998.0,A1,IZOBRAZ
1458,2024-913-409-118569,03.12.2024,3122034,2171,1201,0.0,merjena,,,12086.7,2715.0,5946.84,1515.0,584.0,A1,DRUGO
1460,2024-913-409-118523,03.12.2024,3122034,2169,763,0.0,merjena,,,68095.7,27485.0,49349.64,13168.0,1054.0,A1,DRUGO
1477,2024-876-87-116077,04.09.2024,4092034,657,1293,119.0,merjena,,,45496.5,2262.0,50950.95,10462.0,876.0,A1,PISARNE
1499,2024-864-370-117433,21.10.2024,21102034,2017,2107,0.0,merjena,,,690439.0,261697.0,864161.7,195661.0,2517.0,A1,SPORT
1506,2023-806-343-102160,05.01.2023,5012033,665,1126,6.0,računska,27.65,3616.0,176290.00465837275,130.13,5338.2,1102.0,46.0,B2,STANOVANJE
1507,2023-806-343-102182,07.01.2023,7012033,1079,997,0.0,računska,40.5,20406.0,180032.13675513526,188.99,7498.9,1531.0,129.0,C,HISA
1508,2023-605-316-102184,08.01.2023,8012033,779,184,1.0,računska,18.93,2099.0,176515.1938435993,0.0,5247.9,1113.0,54.0,B1,STANOVANJE
1511,2023-605-316-102166,05.01.2023,5012033,678,1261,0.0,računska,160.0,33851.0,179172.54263525037,105.17,4702.2,291.0,118.0,F,HISA
1513,2023-629-150-102163,05.01.2023,5012033,949,423,0.0,računska,103.95,39652.0,182268.4369353613,1404.0,40590.0,9448.0,109.0,D,HISA
1515,2023-605-316-102183,08.01.2023,8012033,332,428,2.0,računska,100.66,14047.0,178015.30602969887,64.09,15945.2,2926.0,77.0,D,STANOVANJE
1517,2023-796-237-100273,08.01.2023,8012033,411,406,0.0,računska,54.85,16483.0,183221.3880816765,156.93,17633.6,3738.0,191.0,C,DRUGO
1518,2023-621-162-102187,08.01.2023,8012033,1081,1014,0.0,računska,167.84,53392.0,184289.35930355533,710.0,15673.0,2282.0,212.0,F,HISA
1527,2024-856-112-117020,04.12.2024,4122034,2682,718,0.0,merjena,,,8002671.0,3945646.0,10381196.5,2468576.0,24895.0,A1,IZOBRAZ
1533,2024-967-400-118744,05.12.2024,5122034,2098,402,0.0,merjena,,,152575.0,0.0,0.0,0.0,5954.0,A1,DRUGO
1557,2023-547-87-102189,08.01.2023,8012033,1257,714,0.0,računska,292.99,39064.0,177285.24209074158,138.21,9166.6,1258.0,68.0,G,HISA
1566,2024-886-61-113296,10.06.2024,10062034,821,8,0.0,merjena,,,26229.18,7806.0,31974.5,8621.0,232.0,A1,DRUGO
1577,2024-886-61-114042,10.06.2024,10062034,799,78,0.0,merjena,,,4633.0,4633.0,6949.5,1946.0,229.0,A1,DRUGO
1600,2023-890-330-107593,15.09.2023,15092033,2161,209,0.0,merjena,,,471586.0,326546.0,649363.0,179211.0,3679.0,A1,DRUGO
1659,2023-806-343-102141,05.01.2023,5012033,2017,267,1.0,računska,139.67,17130.0,177259.01163662484,152.0,2733.0,225.0,73.0,E,STANOVANJE
1665,2023-549-386-102155,06.01.2023,6012033,657,1099,3.0,računska,43.44,11263.0,178894.26224828948,167.13,16284.1,3297.0,93.0,C,STANOVANJE
1666,2023-755-231-102162,06.01.2023,6012033,1905,713,0.0,računska,39.53,152828.0,254204.25253681582,105.6,210791.0,44024.0,1607.0,C,DRUGO
1691,2025-926-87-120159,31.01.2025,31012035,1322,636,0.0,merjena,,,51734.0,9174.0,69089.0,14919.0,821.0,A1,PISARNE
1697,2025-935-36-120253,04.02.2025,4022035,147,478,0.0,merjena,,,14630.0,2354.0,5986.2,1480.0,40.0,A1,DRUGO
1702,2023-607-125-100532,06.01.2023,6012033,253,426,0.0,računska,190.52,18358.0,180410.6356769931,0.0,45894.6,9730.0,95.0,F,HISA
1714,2023-607-125-102168,06.01.2023,6012033,157,1504,0.0,računska,89.18,24739.0,181061.92167148914,483.55,4452.4,558.0,152.0,D,HISA
1717,2025-944-136-120209,03.02.2025,3022035,1737,516,0.0,merjena,,,337600.0,88726.0,456625.2,101972.0,2668.0,A1,PISARNE
1738,2023-796-237-101792,06.01.2023,6012033,397,1999,0.0,računska,33.61,7613.0,180453.38975477187,32.32,10674.0,2263.0,138.0,B2,HISA
1739,2023-806-343-102154,07.01.2023,7012033,2455,3323,0.0,računska,30.04,96228.0,227604.07080232733,832.04,138030.0,29262.0,1059.0,B2,PRODAJA
1740,2023-806-343-102178,07.01.2023,7012033,676,1012,0.0,računska,31.05,11964.0,180722.22706485903,102.26,15376.4,3260.0,137.0,B2,HISA
1790,2023-865-386-108054,05.10.2023,5102033,657,1715,0.0,merjena,,,1019582.0,225294.0,1211657.8,253481.0,10897.0,A1,PISARNE
1794,2023-751-286-102165,06.01.2023,6012033,686,269,0.0,računska,63.73,19536.0,181753.11848256088,758.0,6084.0,912.0,160.0,D,HISA
1797,2023-865-386-108071,06.10.2023,6102033,1871,2098,0.0,merjena,,,154880.0,40647.0,209473.4,46772.0,1284.0,A1,PISARNE
1799,2023-865-386-108074,06.10.2023,6102033,1959,5575,82.0,merjena,,,71039.0,4767.0,93304.1,19233.0,734.0,A1,PISARNE
1826,2025-923-214-120362,14.02.2025,14022035,331,922,0.0,merjena,,,47251.0,27641.0,41461.5,11609.0,667.0,A1,IZOBRAZ
1828,2025-923-214-120514,14.02.2025,14022035,332,277,1.0,merjena,,,144856.0,128450.0,192675.0,53949.0,1680.0,A1,IZOBRAZ
1830,2025-923-214-120274,14.02.2025,14022035,332,780,0.0,merjena,,,54187.0,18826.0,67136.1,14979.0,763.0,A1,DRUGO
1834,2025-923-214-120523,14.02.2025,14022035,332,1245,0.0,merjena,,,52177.0,44959.0,67438.5,18883.0,422.0,A1,DRUGO
1835,2025-923-214-120623,14.02.2025,14022035,345,27,0.0,merjena,,,41290.12,5557.0,47641.93,12697.0,204.0,A1,DRUGO
1845,2023-886-61-105866,20.09.2023,20092033,693,2302,0.0,merjena,,,716564.0,111937.0,987297.7,165133.0,7570.0,A1,IZOBRAZ
1874,2024-864-370-117325,17.10.2024,17102034,1996,728,0.0,merjena,,,19020.0,1866.0,21668.4,4215.0,271.0,A1,PISARNE
2024,2024-901-51-117481,28.10.2024,28102034,1783,1619,200.0,merjena,,,54061.0,22618.0,74802.9,17675.0,347.0,A1,BLOKI
2025,2024-901-51-117645,28.10.2024,28102034,1783,1889,0.0,merjena,,,328508.0,116508.0,450362.0,104053.0,2681.0,A1,IZOBRAZ
2026,2024-918-50-117307,18.10.2024,18102034,1884,970,0.0,merjena,,,262196.5,111302.0,204180.55,54173.0,980.0,A1,PRODAJA
2027,2024-901-51-117648,28.10.2024,28102034,1791,863,0.0,merjena,,,120574.0,46729.0,151323.0,41041.0,2188.0,A1,IZOBRAZ
2029,2024-901-51-117668,28.10.2024,28102034,1786,337,0.0,merjena,,,429947.04,145410.0,531105.74,143588.0,3130.0,A1,IZOBRAZ
2035,2024-886-61-112981,07.05.2024,7052034,822,127,0.0,merjena,,,30746.85,5300.0,35941.54,9606.0,432.0,A1,IZOBRAZ
2041,2024-886-61-112933,07.05.2024,7052034,797,131,0.0,merjena,,,17191.0,17191.0,56918.04,7220.0,976.0,A1,IZOBRAZ
2042,2024-886-61-112883,07.05.2024,7052034,801,178,0.0,merjena,,,283810.5,185296.0,297646.9,81765.0,3388.0,A1,DRUGO
2066,2024-913-244-118670,05.12.2024,5122034,2169,129,0.0,merjena,,,581801.0,122308.0,363560.19,51369.0,6193.0,A1,IZOBRAZ
2069,2024-913-244-118380,05.12.2024,5122034,2167,419,5.0,merjena,,,44088.84,4023.0,50106.92,13309.0,294.0,A1,IZOBRAZ
2070,2024-913-244-118474,05.12.2024,5122034,2169,122,3.0,merjena,,,55692.0,6749.0,26274.69,2835.0,507.0,A1,DRUGO
2078,2023-579-102-102175,06.01.2023,6012033,1772,112,0.0,računska,90.63,25904.0,184023.18286940546,872.0,31243.0,5829.0,182.0,D,HISA
2082,2023-806-343-102152,09.01.2023,9012033,1685,121,0.0,računska,56.64,12111.0,178458.73635129235,367.68,14182.0,2864.0,81.0,C,HISA
2089,2023-571-110-102144,09.01.2023,9012033,465,328,0.0,računska,124.53,17942.0,178164.96526666873,144.08,7697.3,1304.0,88.0,E,HISA
2114,2024-866-17-112578,10.04.2024,10042034,658,44,0.0,merjena,,,187787.0,40295.0,222683.7,46422.0,889.0,A1,PISARNE
2135,2023-631-161-107559,14.09.2023,14092033,1996,1780,1.0,merjena,,,527149.0,100283.0,619977.1,127492.0,4451.0,A1,IZOBRAZ
2190,2024-876-87-116382,16.09.2024,16092034,1711,1949,0.0,merjena,,,84071.0,14420.0,98246.1,26255.0,1085.0,A1,DRUGO
2281,2024-913-244-118710,05.12.2024,5122034,2190,579,0.0,merjena,,,218841.0,85849.0,275064.7,62655.0,1084.0,A1,DRUGO
2282,2024-913-409-118768,05.12.2024,5122034,2171,1710,0.0,merjena,,,256542.3,72954.0,146148.66,37984.0,1365.0,A1,DRUGO
2306,2024-913-244-118475,05.12.2024,5122034,2169,1307,0.0,merjena,,,117852.0,28686.0,72453.78,12048.0,1195.0,A1,PISARNE
2317,2024-735-58-118885,12.12.2024,12122034,1725,357,104.0,merjena,,,68223.0,44129.0,97515.7,24799.0,374.0,A1,PISARNE
2337,2024-913-409-118520,03.12.2024,3122034,2171,356,1.0,merjena,,,578310.19,104497.0,677940.01,181295.0,3917.0,A1,IZOBRAZ
2349,2024-918-50-117410,15.11.2024,15112034,105,2725,0.0,merjena,,,45362.3,10733.0,54191.73,14550.0,260.0,A1,PRODAJA
2413,2023-649-400-107412,15.09.2023,15092033,1738,1349,0.0,merjena,,,557338.0,423568.0,809253.0,212679.0,5195.0,A1,PRODAJA
2492,2023-599-364-102064,09.01.2023,9012033,1770,5399,0.0,računska,41.16,5782.0,176960.56559753744,68.9,6782.5,1256.0,62.0,C,STANOVANJE
2512,2025-926-87-120826,28.02.2025,28022035,1316,624,0.0,merjena,,,144088.0,29078.0,193130.0,42115.0,1904.0,A1,IZOBRAZ
2513,2025-926-87-120872,28.02.2025,28022035,1357,522,0.0,merjena,,,441070.0,182590.0,609909.0,143893.0,3301.0,A1,IZOBRAZ
2541,2024-904-49-113433,15.05.2024,15052034,2630,1102,0.0,merjena,,,609535.92,398960.0,830073.51,228630.0,2680.0,A1,IZOBRAZ
2570,2024-972-42-114823,07.08.2024,7082034,1730,270,0.0,merjena,,,603327.0,446704.0,848528.39,222229.0,4700.0,A1,PRODAJA
2571,2024-972-42-114821,07.08.2024,7082034,1730,1872,0.0,merjena,,,456107.0,153713.0,597445.3,136807.0,2395.0,A1,PRODAJA
2579,2024-972-42-114820,07.08.2024,7082034,1730,279,0.0,merjena,,,317170.0,153713.0,416827.2,100683.0,2395.0,A1,PRODAJA
2582,2024-972-42-114819,07.08.2024,7082034,1730,130,0.0,merjena,,,377526.0,208549.0,505372.31,124934.0,3174.0,A1,PRODAJA
2584,2024-972-42-114798,07.08.2024,7082034,1730,288,0.0,merjena,,,1609178.0,1199247.0,2265986.5,594278.0,4323.0,A1,PRODAJA
2589,2024-656-42-113948,13.06.2024,13062034,1730,17,0.0,merjena,,,189935.0,81703.0,245884.65,58234.0,2286.0,A1,PRODAJA
2590,2024-972-42-114796,07.08.2024,7082034,1730,483,0.0,merjena,,,3334262.0,3097738.0,4916125.67,1353322.0,15936.0,A1,PRODAJA
2591,2024-972-42-114795,07.08.2024,7082034,1730,222,0.0,merjena,,,1670946.0,1031232.0,2275802.21,574494.0,20147.0,A1,PRODAJA
2592,2024-972-42-114789,07.08.2024,7082034,1730,13,0.0,merjena,,,1243301.0,711001.0,1796504.35,416259.0,14183.0,A1,PRODAJA
2600,2024-972-42-116755,27.10.2024,27102034,1730,626,0.0,merjena,,,206641.0,153198.0,291497.38,76154.0,726.0,A1,DRUGO
2601,2024-972-42-116818,27.10.2024,27102034,1730,644,0.0,merjena,,,1820983.0,1538016.0,2633709.45,708502.0,15581.0,A1,DRUGO
2602,2024-901-51-117668,28.10.2024,28102034,1786,335,0.0,merjena,,,429947.04,145410.0,531105.74,143588.0,3130.0,A1,IZOBRAZ
2612,2024-864-370-117869,11.11.2024,11112034,2590,355,0.0,merjena,,,29708.45,5663.0,34944.5,9352.0,254.0,A1,IZOBRAZ
2613,2024-864-370-117875,11.11.2024,11112034,2590,367,1.0,merjena,,,16139.05,3076.0,18983.36,5080.0,138.0,A1,IZOBRAZ
2616,2024-864-370-117895,11.11.2024,11112034,2606,3949,0.0,merjena,,,186063.0,128030.0,192045.0,53773.0,1498.0,A1,IZOBRAZ
2672,2024-901-51-119237,23.12.2024,23122034,1783,2127,0.0,merjena,,,626140.59,337956.0,823937.05,225515.0,1706.0,A1,DRUGO
2688,2024-864-370-118794,24.12.2024,24122034,2392,985,0.0,merjena,,,101168.0,47779.0,130396.4,30745.0,759.0,A1,DRUGO
2689,2024-864-370-118806,24.12.2024,24122034,2373,446,0.0,merjena,,,299099.85,54148.0,350669.04,93778.0,2936.0,A1,IZOBRAZ
2736,2025-741-58-120200,03.02.2025,3022035,1783,655,0.0,merjena,,,36999.64,9025.0,44309.6,11903.0,285.0,A1,DRUGO
2737,2025-876-87-120641,13.02.2025,13022035,529,33,0.0,merjena,,,285419.31,87486.0,348955.64,94145.0,2839.0,A1,IZOBRAZ
2763,2024-913-244-118182,20.11.2024,20112034,2102,168,0.0,merjena,,,192464.0,192464.0,288696.0,80835.0,1008.0,A1,IZOBRAZ
2764,2024-913-244-118183,20.11.2024,20112034,2085,74,0.0,merjena,,,74130.98,44625.0,99394.08,27299.0,867.0,A1,IZOBRAZ
2776,2024-864-370-118892,24.12.2024,24122034,2248,100,0.0,merjena,,,27889.5,16572.0,37307.25,10242.0,977.0,A1,DRUGO
2783,2024-864-370-119054,24.12.2024,24122034,2375,10,0.0,merjena,,,40511.74,13058.0,49786.11,13446.0,425.0,A1,IZOBRAZ
2784,2024-864-370-119254,24.12.2024,24122034,2319,55,0.0,merjena,,,119580.0,119580.0,179370.0,50224.0,2324.0,A1,PISARNE
2785,2024-864-370-119282,24.12.2024,24122034,2392,668,0.0,merjena,,,194480.0,95867.0,252274.8,59987.0,918.0,A1,DRUGO
2786,2024-864-370-119287,24.12.2024,24122034,2392,1319,0.0,merjena,,,170865.0,84226.0,221641.9,52703.0,806.0,A1,DRUGO
2798,2024-913-244-118474,05.12.2024,5122034,2169,122,11.0,merjena,,,55692.0,6749.0,26274.69,2835.0,507.0,A1,DRUGO
2814,2023-866-17-107904,28.09.2023,28092033,2100,1821,23.0,merjena,,,53354.0,22273.0,73814.8,17436.0,413.0,A1,PISARNE
2826,2023-865-386-108128,09.10.2023,9102033,2248,609,1.0,merjena,,,112166.0,12166.0,128249.0,34110.0,762.0,A1,PISARNE
2828,2024-983-194-119349,30.12.2024,30122034,1075,1932,0.0,merjena,,,153622.0,49305.0,168364.39,57428.0,888.0,A1,IZOBRAZ
2829,2024-983-194-119342,30.12.2024,30122034,1077,1554,0.0,merjena,,,424003.0,157085.0,529237.3,119359.0,3227.0,A1,DRUGO
