,ID energetske izkaznice,Datum izdelave,Velja do,Šifra KO,Številka stavbe,Številka dela stavbe,Tip izkaznice,Potrebna toplota za ogrevanje,Dovedena energija za delovanje stavbe,Celotna energija,Dovedena električna energija,Primarna energija,Emisije CO2,Kondicionirana površina stavbe,Energijski razred,EPBD 
41199,2022-516-139-98910,11.08.2022,11082032,1331,1978,0.0,računska,20.63,104519.0,257613.61902277236,577.0,195893.0,41529.0,1690.0,B1,PISARNE
41200,2022-579-102-98934,11.08.2022,11082032,1753,3246,6.0,računska,41.71,6052.0,178229.7912074583,1677.0,9334.0,2005.0,52.0,C,STANOVANJE
41201,2022-789-337-98935,11.08.2022,11082032,1994,639,0.0,računska,123.07,30269.0,180493.54019517015,94.9,25256.4,4634.0,124.0,E,HISA
41202,2022-789-337-98936,11.08.2022,11082032,2000,286,0.0,računska,395.42,33898.0,178582.91288418387,686.22,32738.1,7220.0,52.0,G,HISA
41203,2022-789-337-98937,11.08.2022,11082032,1697,1973,206.0,računska,26.8,6859.0,178360.8792854285,18.5,6328.2,1179.0,96.0,B2,STANOVANJE
41204,2022-513-336-98940,12.08.2022,12082032,104,263,0.0,računska,76.02,19168.0,181557.13793782447,147.65,21998.2,5246.0,144.0,D,HISA
41205,2022-549-386-98979,16.08.2022,16082032,659,1986,2.0,računska,92.28,12626.0,178592.39284201487,263.86,27003.3,5725.0,70.0,D,STANOVANJE
41206,2022-806-343-98977,16.08.2022,16082032,1026,132,3.0,računska,42.75,4721.0,176277.98680631327,52.86,4435.9,824.0,49.0,C,STANOVANJE
41207,2022-648-35-98995,18.08.2022,18082032,2636,150,24.0,računska,74.79,4168.0,175664.0982255028,176.37,5816.1,1361.0,29.0,D,BLOKI
41208,2022-806-343-98967,19.08.2022,19082032,1896,64,0.0,računska,89.5,25449.0,183024.99935798225,554.45,28905.9,5969.0,165.0,D,HISA
41209,2022-806-343-99132,25.08.2022,25082032,1752,219,0.0,računska,78.12,47369.0,191255.137826739,236.1,69708.6,15885.0,306.0,D,HISA
41210,2022-827-121-99131,25.08.2022,25082032,1300,350,0.0,računska,218.8,65803.0,181531.03116000636,485.63,47169.6,8744.0,116.0,G,HISA
41211,2022-827-121-99162,25.08.2022,25082032,850,1229,11.0,računska,71.33,8753.0,177399.854542074,35.17,12356.4,2990.0,63.0,D,STANOVANJE
41212,2022-709-208-99100,25.08.2022,25082032,1807,585,0.0,računska,120.08,14852.0,178060.82453977992,163.0,8319.0,1509.0,84.0,E,HISA
41213,2022-709-208-99168,25.08.2022,25082032,261,222,0.0,računska,121.53,13784.0,177713.9529319902,140.0,7784.0,1415.0,77.0,E,HISA
41214,2022-734-208-99181,25.08.2022,25082032,1994,2779,0.0,računska,43.28,15255.0,182038.49484777378,512.0,6438.0,1085.0,171.0,C,HISA
41215,2022-827-121-99182,25.08.2022,25082032,1738,2330,3.0,računska,70.08,4649.0,175432.96206157346,47.52,5321.3,1441.0,26.0,D,STANOVANJE
41216,2022-806-343-99190,26.08.2022,26082032,2221,116,0.0,računska,171.61,41039.0,179058.1106669063,329.0,13697.3,2119.0,100.0,F,HISA
41217,2022-836-32-99193,26.08.2022,26082032,659,432,210.0,računska,39.99,5465.0,177622.41951469798,82.34,10599.7,2488.0,70.0,C,STANOVANJE
41218,2022-686-239-99192,26.08.2022,26082032,2603,261,2.0,računska,118.05,3586.0,175199.7018264903,0.0,8965.0,1901.0,19.0,E,STANOVANJE
41219,2022-806-343-99197,26.08.2022,26082032,658,417,14.0,računska,51.3,6037.0,176679.15912694618,64.67,7286.9,1880.0,52.0,C,STANOVANJE
41220,2022-686-239-99196,26.08.2022,26082032,2606,5373,50.0,računska,16.33,2685.0,176425.4983904932,71.0,4067.0,828.0,52.0,B1,STANOVANJE
41221,2022-806-343-99362,01.09.2022,1092032,678,2553,156.0,računska,49.77,5583.0,176543.09070090757,64.53,4786.6,1504.0,51.0,C,STANOVANJE
41222,2022-806-343-99371,01.09.2022,1092032,415,212,0.0,računska,124.17,51340.0,187783.6228662612,706.81,54727.4,12607.0,234.0,E,HISA
41223,2022-549-386-99373,01.09.2022,1092032,1961,391,0.0,računska,101.34,30961.0,183117.96389154447,557.91,26637.0,4934.0,173.0,D,HISA
41224,2022-789-337-99376,01.09.2022,1092032,2631,3628,7.0,računska,5.38,3060.0,177043.08507233244,6.57,6069.7,1304.0,65.0,A1,STANOVANJE
41225,2022-789-337-99377,01.09.2022,1092032,2606,584,8.0,računska,17.24,3653.0,177313.10603808574,18.27,8625.2,1829.0,68.0,B1,STANOVANJE
41226,2022-789-337-99378,01.09.2022,1092032,2606,4104,120.0,računska,15.39,4017.0,176903.86378132302,13.67,6340.2,1412.0,61.0,B1,STANOVANJE
41227,2022-513-336-99380,01.09.2022,1092032,691,297,0.0,računska,85.78,7780.0,177706.88939869596,0.0,814.7,173.0,87.0,D,HISA
41228,2022-709-208-99383,01.09.2022,1092032,1737,263,122.0,računska,101.7,3616.0,175287.5867451249,233.0,6233.0,1542.0,18.0,D,DRUGO
41229,2022-815-144-99384,01.09.2022,1092032,1300,359,123.0,računska,30.34,2451.0,175619.37562356237,61.0,4809.0,1096.0,32.0,B2,STANOVANJE
41230,2022-590-21-101316,21.11.2022,21112032,1855,210,4.0,računska,68.17,4670.0,176172.30552744822,49.0,6680.0,1809.0,41.0,D,STANOVANJE
41231,2022-547-87-101526,29.11.2022,29112032,1357,219,2.0,računska,27.95,3481.0,176023.4743136662,47.09,2634.4,514.0,45.0,B2,BLOKI
41232,2022-709-208-101527,29.11.2022,29112032,2017,2300,0.0,računska,45.98,152612.0,291678.24185536784,2630.0,202897.0,40085.0,2443.0,C,DRUGO
41287,2022-545-17-98177,07.07.2022,7072032,681,3844,0.0,računska,104.47,37069.0,183822.53068573147,439.36,38137.6,7018.0,180.0,D,HISA
41288,2022-789-337-98188,08.07.2022,8072032,2452,170,2.0,računska,272.26,12029.0,177055.90906108991,80.99,29790.2,6316.0,35.0,G,STANOVANJE
41289,2022-789-337-98189,08.07.2022,8072032,2490,889,23.0,računska,47.07,4761.0,175225.57580122765,14.92,4303.5,900.0,25.0,C,STANOVANJE
41290,2022-615-140-98153,08.07.2022,8072032,1726,1400,0.0,računska,30.05,28602.0,196542.12036501407,1003.16,45049.6,8681.0,453.0,B2,BLOKI
41291,2022-826-394-98199,08.07.2022,8072032,1710,1194,0.0,računska,178.3,26679.0,176848.33014362812,0.0,9071.0,1414.0,60.0,F,HISA
41292,2022-728-174-98200,08.07.2022,8072032,2636,3910,2.0,računska,123.01,12912.0,178161.40539449523,54.0,18118.0,4955.0,69.0,E,BLOKI
41293,2022-599-364-98453,19.07.2022,19072032,2027,453,26.0,računska,33.56,2398.0,175685.5275104594,25.13,2374.5,627.0,37.0,B2,STANOVANJE
41294,2022-775-319-98458,19.07.2022,19072032,1456,412,13.0,računska,96.7,480.0,175699.211400685,0.0,1200.0,254.0,40.0,D,STANOVANJE
41295,2022-545-17-98459,19.07.2022,19072032,563,218,6.0,računska,147.56,14790.0,176643.97071354027,205.64,6727.7,1199.0,52.0,E,STANOVANJE
41296,2022-806-343-98367,19.07.2022,19072032,1761,741,3.0,računska,46.33,7522.0,177728.74207971845,69.65,7514.8,1394.0,79.0,C,STANOVANJE
41297,2022-545-17-98460,19.07.2022,19072032,665,1200,10.0,računska,41.25,2760.0,175365.84762503978,56.96,5344.8,1133.0,26.0,C,STANOVANJE
41298,2022-842-198-98482,20.07.2022,20072032,804,856,2.0,računska,65.09,6391.0,176401.78220674096,63.02,5674.2,1112.0,50.0,D,STANOVANJE
41299,2022-814-50-98483,20.07.2022,20072032,1890,474,0.0,računska,269.52,73250.0,187756.2055203717,1501.0,88973.0,21000.0,168.0,G,HISA
41300,2022-599-364-98629,27.07.2022,27072032,2626,3186,8.0,računska,74.89,7254.0,176748.08873546534,77.49,15725.3,3334.0,45.0,D,STANOVANJE
41301,2022-632-173-98702,31.07.2022,31072032,2175,922,0.0,računska,101.89,31816.0,184075.23411768195,409.16,55970.8,10255.0,168.0,D,BLOKI
41302,2022-806-343-98689,01.08.2022,1082032,2304,769,49.0,računska,34.79,5590.0,176845.7104789182,48.65,7492.1,1742.0,57.0,B2,STANOVANJE
41303,2022-806-343-98231,01.08.2022,1082032,2630,1496,2.0,računska,70.25,7043.0,177259.91574701434,154.94,15866.8,3364.0,55.0,D,STANOVANJE
41304,2022-594-131-97822,05.08.2022,5082032,1998,1328,0.0,računska,21.85,10906.0,184656.13328958632,3386.0,14917.0,3162.0,157.0,B1,HISA
41305,2022-594-131-97821,05.08.2022,5082032,1998,1327,0.0,računska,21.95,10888.0,184606.1018378305,3380.0,14892.0,3157.0,156.0,B1,HISA
41306,2022-594-131-97820,05.08.2022,5082032,1998,1326,0.0,računska,21.85,10906.0,184656.13328958632,3386.0,14917.0,3162.0,157.0,B1,HISA
41307,2022-594-131-97819,05.08.2022,5082032,1998,1325,0.0,računska,21.95,10888.0,184606.1018378305,3380.0,14892.0,3157.0,156.0,B1,HISA
41308,2022-594-131-97818,05.08.2022,5082032,1998,1324,0.0,računska,21.85,10906.0,184656.13328958632,3386.0,14917.0,3162.0,157.0,B1,HISA
41309,2022-594-131-97817,05.08.2022,5082032,1998,1323,0.0,računska,21.95,10888.0,184606.1018378305,3380.0,14892.0,3157.0,156.0,B1,HISA
41310,2022-594-131-97816,05.08.2022,5082032,1998,1322,0.0,računska,21.85,10906.0,184656.13328958632,3386.0,14917.0,3162.0,157.0,B1,HISA
41311,2022-594-131-97815,05.08.2022,5082032,1998,1321,0.0,računska,22.83,11121.0,184735.53134759088,3454.0,15205.0,3224.0,157.0,B1,HISA
41312,2022-789-337-98802,05.08.2022,5082032,1728,155,4.0,računska,43.2,10147.0,179242.64308236464,66.48,19901.9,4219.0,98.0,C,STANOVANJE
41313,2022-789-337-98803,05.08.2022,5082032,2636,3365,10.0,računska,61.56,9810.0,177965.2756907003,42.12,11301.8,2982.0,76.0,D,STANOVANJE
41314,2022-824-312-98860,08.08.2022,8082032,2626,1354,525.0,računska,56.6,2273.0,175114.2168889217,0.0,5682.0,1205.0,21.0,C,BLOKI
41315,2022-806-343-98709,08.08.2022,8082032,680,3822,13.0,računska,26.11,5015.0,176313.96572774247,40.66,6865.2,1366.0,47.0,B2,STANOVANJE
41316,2022-549-386-98861,08.08.2022,8082032,541,440,0.0,računska,45.71,21201.0,184121.36577155848,378.91,9900.1,1817.0,218.0,C,HISA
41317,2022-806-343-98826,08.08.2022,8082032,753,1157,6.0,računska,44.27,6350.0,177103.93939184005,71.18,6020.8,1129.0,66.0,C,STANOVANJE
41318,2022-806-343-98544,08.08.2022,8082032,2604,2294,0.0,računska,114.21,34737.0,183140.5665640114,359.14,29787.7,6484.0,169.0,E,HISA
41319,2022-663-194-98859,08.08.2022,8082032,948,1086,0.0,računska,69.68,15393.0,181275.0377745318,184.04,15366.5,4838.0,139.0,D,DRUGO
41320,2022-728-174-99791,18.09.2022,18092032,2029,626,0.0,računska,182.91,37100.0,180844.73510831626,2.0,11372.0,1692.0,151.0,F,HISA
41321,2022-711-258-99294,21.09.2022,21092032,1185,607,0.0,računska,213.02,69343.0,180207.4240960723,459.72,6504.3,508.0,133.0,G,HISA
41322,2022-746-382-99847,20.09.2022,20092032,1527,890,40.0,računska,106.13,24246.0,177974.8906202874,144.42,10300.8,1931.0,80.0,E,BLOKI
41323,2022-827-121-99851,20.09.2022,20092032,1076,962,2.0,računska,34.74,4411.0,176168.29264502137,45.84,6889.2,1630.0,42.0,B2,STANOVANJE
41324,2022-518-385-99854,20.09.2022,20092032,1770,2737,27.0,računska,46.91,6417.0,175950.79627870003,254.0,9545.0,2401.0,28.0,C,STANOVANJE
41325,2022-790-332-99855,20.09.2022,20092032,932,608,0.0,računska,449.89,51542.0,177488.49090150036,406.4,6774.8,358.0,72.0,G,HISA
41326,2022-829-172-99861,20.09.2022,20092032,921,414,0.0,računska,127.72,30647.0,182458.3423248724,396.9,28188.9,6722.0,151.0,E,HISA
41327,2022-635-127-99864,20.09.2022,20092032,42,200,0.0,računska,127.61,18966.0,178025.8815500759,124.67,7958.4,1339.0,85.0,E,HISA
41328,2022-806-343-99866,21.09.2022,21092032,678,1226,208.0,računska,44.42,4913.0,176471.30374121398,61.52,4705.7,875.0,53.0,C,STANOVANJE
41329,2022-806-343-99867,21.09.2022,21092032,1754,1750,112.0,računska,31.89,4544.0,176174.38461782507,44.81,4702.2,1309.0,44.0,B2,STANOVANJE
41330,2022-545-17-99878,21.09.2022,21092032,660,2924,1.0,računska,77.35,11298.0,177689.0690873711,141.59,14368.5,3231.0,66.0,D,STANOVANJE
41331,2022-736-41-101378,30.11.2022,30112032,557,61,0.0,računska,349.02,41030.0,179815.60655992135,202.49,44726.4,10741.0,71.0,G,HISA
41332,2022-806-343-101588,01.12.2022,1122032,2100,160,5.0,računska,92.93,11515.0,178055.15389133283,278.17,11477.8,2095.0,78.0,D,STANOVANJE
41333,2022-806-343-101589,01.12.2022,1122032,2100,160,4.0,računska,122.58,24163.0,181032.10251318425,474.38,23759.3,4318.0,130.0,E,STANOVANJE
41382,2022-806-343-98142,07.07.2022,7072032,2110,682,0.0,računska,29.87,10136.0,181102.63425346315,110.38,24149.0,5120.0,135.0,B2,HISA
41383,2022-806-343-98081,07.07.2022,7072032,1938,883,8.0,računska,67.61,7522.0,175589.47156612336,57.24,5922.5,1164.0,31.0,D,STANOVANJE
41384,2022-806-343-98138,07.07.2022,7072032,2098,74,0.0,računska,206.59,39927.0,180565.24432723055,420.0,28803.2,6305.0,109.0,F,HISA
41385,2022-682-284-98154,07.07.2022,7072032,1711,3154,0.0,računska,17.58,11214.0,181293.14638394647,1117.61,13833.0,2919.0,130.0,B1,HISA
41386,2022-564-106-98011,07.07.2022,7072032,104,1030,1.0,računska,37.61,839910.0,389012.37924940116,13464.1,1576780.0,359711.0,2634.0,C,BOLNICA
41387,2022-789-337-98190,08.07.2022,8072032,1987,95,0.0,računska,283.68,47326.0,180926.4701031761,780.68,45761.1,8314.0,98.0,G,HISA
41388,2022-621-162-98273,12.07.2022,12072032,1381,941,0.0,računska,318.1,76735.0,187255.0129635201,1500.0,96607.0,22644.0,147.0,G,HISA
41389,2022-690-155-98339,14.07.2022,14072032,1518,461,0.0,računska,83.59,25654.0,184378.82972449792,319.0,27766.0,5886.0,202.0,D,HISA
41390,2022-682-284-98493,20.07.2022,20072032,1456,130,12.0,računska,51.98,5246.0,176805.080106448,52.0,8624.0,2089.0,54.0,C,STANOVANJE
41391,2022-686-239-98776,04.08.2022,4082032,2606,3955,15.0,računska,60.65,7337.0,177542.16520333395,69.0,11996.0,2913.0,66.0,D,STANOVANJE
41392,2022-621-162-98491,21.07.2022,21072032,1856,114,0.0,računska,407.81,29047.0,178875.69584217857,613.0,37171.0,8686.0,52.0,G,HISA
41393,2022-806-343-98475,21.07.2022,21072032,707,928,0.0,računska,68.77,14746.0,179925.94529682383,132.66,20373.6,3938.0,114.0,D,HISA
41394,2022-806-343-98399,21.07.2022,21072032,2679,948,3.0,računska,65.48,9684.0,178410.04564686978,201.42,22993.4,4875.0,72.0,D,STANOVANJE
41395,2022-549-386-98506,21.07.2022,21072032,2357,1897,0.0,računska,160.25,48726.0,181276.31814991316,439.53,6845.7,546.0,158.0,F,HISA
41396,2022-806-343-98772,04.08.2022,4082032,1077,1346,1.0,računska,116.3,12662.0,178679.1538183511,258.93,30401.4,6445.0,68.0,E,PRODAJA
41397,2022-545-17-98775,04.08.2022,4082032,636,98,0.0,računska,112.92,23736.0,180239.73008364727,328.02,28382.5,6561.0,102.0,E,HISA
41398,2022-806-343-98713,04.08.2022,4082032,2473,87,0.0,računska,286.3,61772.0,181342.81198333198,662.34,20264.4,3111.0,140.0,G,HISA
41399,2022-744-279-99745,15.09.2022,15092032,2381,900,0.0,računska,317.72,29645.0,183572.19225413125,4254.1,37268.8,8565.0,82.0,G,HISA
41400,2022-744-279-99746,15.09.2022,15092032,2401,374,3.0,računska,76.84,1943.0,178326.44388150374,1472.87,7561.2,1603.0,61.0,D,STANOVANJE
41401,2022-751-286-93441,15.09.2022,15092032,1074,3035,3.0,računska,123.6,5787.0,175540.9052383296,263.0,7413.0,1405.0,24.0,E,PISARNE
41402,2022-751-286-93442,15.09.2022,15092032,1074,3035,17.0,računska,171.05,2541.0,174804.1266183318,0.0,6352.0,1347.0,13.0,F,DRUGO
41403,2022-827-121-99863,20.09.2022,20092032,1740,980,14.0,računska,126.74,4371.0,175116.47352442282,26.12,5950.7,1464.0,19.0,E,STANOVANJE
41404,2022-814-50-99857,20.09.2022,20092032,1886,809,209.0,merjena,,,37167.0,14793.0,38101.2,7840.0,88.0,A1,HOTELI
41405,2022-599-364-99917,22.09.2022,22092032,2449,72,1.0,računska,281.68,82151.0,192347.68567168782,249.32,196993.0,41763.0,183.0,G,PRODAJA
41406,2022-571-110-99939,23.09.2022,23092032,392,687,113.0,računska,29.84,3951.0,176989.4386046168,24.6,7424.6,1717.0,61.0,B2,BLOKI
41407,2022-806-343-99942,23.09.2022,23092032,425,658,106.0,računska,75.39,8876.0,177416.38367022475,93.55,11482.8,2834.0,63.0,D,STANOVANJE
41408,2022-835-380-99943,23.09.2022,23092032,604,757,0.0,računska,53.52,18372.0,185146.90172705986,397.95,17932.9,3802.0,230.0,C,HISA
41409,2022-655-116-99949,23.09.2022,23092032,2144,1075,0.0,računska,283.95,83879.0,183989.02025123185,1153.0,18212.0,2170.0,196.0,G,HISA
41410,2022-664-186-99951,23.09.2022,23092032,1871,813,4.0,računska,95.78,14613.0,179251.00471673426,123.85,17482.9,4733.0,94.0,D,BLOKI
41411,2022-553-330-99956,23.09.2022,23092032,2175,379,37.0,računska,83.5,3853.0,175677.56470142995,29.0,5219.0,1454.0,32.0,D,STANOVANJE
41412,2022-751-286-99934,23.09.2022,23092032,681,79,25.0,računska,18.64,3598.0,176736.32259902588,498.0,5064.0,981.0,49.0,B1,STANOVANJE
41413,2022-798-80-99972,25.09.2022,25092032,2606,7473,0.0,računska,111.36,7643.0,177757.97746891764,0.0,19108.0,4051.0,66.0,E,HISA
41414,2022-827-121-99977,25.09.2022,25092032,1994,2909,0.0,računska,24.03,17363.0,186279.35010893914,62.15,29136.7,6177.0,250.0,B1,DRUGO
41415,2022-827-121-99978,25.09.2022,25092032,1994,2923,0.0,računska,22.57,24376.0,192540.8258025344,87.35,40340.1,8552.0,381.0,B1,DRUGO
41416,2022-827-121-99979,25.09.2022,25092032,1994,2908,0.0,računska,24.39,71203.0,230712.39070549712,353.57,112058.0,23756.0,1173.0,B1,DRUGO
41417,2022-827-121-99980,25.09.2022,25092032,1994,2930,0.0,računska,24.78,45035.0,208014.36512060568,229.33,73787.9,15643.0,696.0,B1,DRUGO
41418,2022-826-394-99981,25.09.2022,25092032,1770,2947,3.0,računska,144.5,8078.0,177701.1167723094,298.0,11188.0,2158.0,69.0,E,BLOKI
41420,2022-579-102-99986,26.09.2022,26092032,2677,67,207.0,računska,45.53,4024.0,176522.33857568982,217.0,6789.0,1362.0,48.0,C,STANOVANJE
41421,2022-831-340-99987,26.09.2022,26092032,2304,1863,0.0,računska,89.81,22646.0,182871.15424056255,1086.0,27345.0,6462.0,147.0,D,HISA
41422,2022-516-139-99993,26.09.2022,26092032,2100,249,9.0,računska,40.45,2861.0,176097.1961114408,0.0,7154.0,1517.0,42.0,C,BLOKI
41423,2022-827-121-99995,26.09.2022,26092032,1316,524,107.0,računska,103.8,7258.0,176057.02781827634,36.68,9155.2,2263.0,36.0,D,STANOVANJE
41424,2022-835-380-99997,26.09.2022,26092032,680,183,0.0,računska,59.32,128583.0,248128.1429800445,1284.32,211532.0,44095.0,1440.0,C,BLOKI
41425,2022-806-343-99998,26.09.2022,26092032,659,2273,207.0,računska,30.66,4558.0,176465.25565701973,45.74,6792.0,1610.0,49.0,B2,STANOVANJE
41426,2022-545-17-100015,27.09.2022,27092032,678,704,0.0,računska,149.54,35200.0,183224.43867390032,232.04,40424.3,9407.0,157.0,E,HISA
41427,2022-577-62-100032,27.09.2022,27092032,2242,46,0.0,računska,58.21,70069.0,199427.0052591009,792.0,73617.0,14709.0,490.0,C,DRUGO
41428,2022-806-343-100033,27.09.2022,27092032,1771,394,0.0,računska,44.95,13363.0,182124.22480714283,125.51,20315.3,4307.0,163.0,C,HISA
41429,2022-806-343-100027,27.09.2022,27092032,1905,603,0.0,računska,40.56,82914.0,215736.74634878477,463.13,114321.0,22966.0,828.0,C,PISARNE
41430,2022-775-319-100034,27.09.2022,27092032,1484,10215,17.0,računska,51.96,6555.0,177570.89089333094,148.0,8031.0,1504.0,73.0,C,STANOVANJE
41431,2022-806-343-101551,30.11.2022,30112032,995,1351,18.0,računska,59.55,46041.0,192333.58321537866,271.13,44408.1,8234.0,374.0,C,PISARNE
41432,2022-806-343-101556,30.11.2022,30112032,2680,19,19.0,računska,69.91,4899.0,175750.71734486165,58.27,4071.3,1289.0,34.0,D,STANOVANJE
41481,2022-605-316-99495,06.09.2022,6092032,997,1079,19.0,računska,20.58,1993.0,175713.63565774576,16.25,3048.2,600.0,38.0,B1,STANOVANJE
41482,2022-712-85-98312,06.09.2022,6092032,2304,425,0.0,računska,195.93,42926.0,183628.12425783972,885.0,50760.0,12045.0,137.0,F,HISA
41483,2022-789-337-99506,07.09.2022,7092032,2677,76,40.0,računska,91.37,8240.0,176386.59818186986,69.59,7458.6,1375.0,48.0,D,STANOVANJE
41484,2022-789-337-99602,09.09.2022,9092032,1961,1448,0.0,računska,58.27,42806.0,196283.59546208978,97.24,47631.9,8821.0,466.0,C,PISARNE
41485,2022-789-337-99605,09.09.2022,9092032,1571,37,0.0,računska,132.34,21994.0,179205.42369131683,62.85,33655.0,6879.0,82.0,E,DRUGO
41486,2022-715-218-99531,19.09.2022,19092032,2386,437,0.0,računska,23.61,67285.0,269465.8651327368,294.4,69648.6,14766.0,2124.0,B1,BLOKI
41487,2022-813-34-99736,19.09.2022,19092032,1160,354,1.0,računska,242.91,24088.0,178015.90267122205,491.22,4323.0,423.0,82.0,G,HISA
41488,2022-831-340-99958,23.09.2022,23092032,1730,1644,102.0,računska,71.88,9651.0,177621.43068655266,68.0,11926.0,3238.0,66.0,D,STANOVANJE
41489,2022-840-188-99970,24.09.2022,24092032,2322,326,1.0,računska,196.51,52307.0,184531.45467079326,848.89,37473.0,8676.0,178.0,F,HISA
41490,2022-621-162-99973,25.09.2022,25092032,1081,381,0.0,računska,199.94,45143.0,181213.96429871029,3.0,11811.0,1611.0,160.0,F,HISA
41491,2022-621-162-99974,25.09.2022,25092032,1077,1242,27.0,računska,83.92,13143.0,178667.33894517113,284.0,15945.0,2980.0,87.0,D,STANOVANJE
41492,2022-823-354-99989,26.09.2022,26092032,105,504,40.0,merjena,,,44063.0,19063.0,72657.5,18353.0,299.0,A1,PISARNE
41494,2022-840-188-100006,26.09.2022,26092032,2315,2208,1.0,računska,178.33,11938.0,177187.16365700797,180.79,24729.3,5243.0,42.0,F,STANOVANJE
41495,2022-840-188-100007,26.09.2022,26092032,2315,2208,2.0,računska,124.71,10016.0,177208.9482025414,199.6,22334.1,4735.0,45.0,E,STANOVANJE
41496,2022-599-364-100453,14.10.2022,14102032,2626,1240,1.0,računska,31.77,6030.0,177614.43890472874,25.81,15075.9,3196.0,67.0,B2,STANOVANJE
41497,2022-806-343-100499,14.10.2022,14102032,1731,953,15.0,računska,57.62,6807.0,176586.12192970118,71.22,5239.7,1478.0,52.0,C,STANOVANJE
41498,2022-763-303-100449,14.10.2022,14102032,2606,3625,0.0,računska,26.65,20385.0,188717.9675200269,802.0,25309.0,5366.0,295.0,B2,HISA
41499,2022-835-380-100541,17.10.2022,17102032,604,491,0.0,računska,84.18,29110.0,187478.92881945998,509.6,34083.2,8105.0,257.0,D,HISA
41500,2022-545-17-100544,17.10.2022,17102032,366,402,0.0,računska,263.6,19833.0,177552.94003819558,294.7,23174.3,5416.0,47.0,G,HISA
41501,2022-605-316-100560,17.10.2022,17102032,1083,271,0.0,računska,167.37,49564.0,181788.1652270776,143.83,6894.6,428.0,177.0,F,HISA
41502,2022-605-316-100559,17.10.2022,17102032,268,56,0.0,računska,49.87,14610.0,180283.4049337691,164.8,3130.0,369.0,142.0,C,HISA
41503,2022-605-316-100506,17.10.2022,17102032,2089,317,0.0,računska,32.48,11737.0,182656.826499501,62.06,11848.2,2512.0,187.0,B2,HISA
41504,2022-826-394-100563,17.10.2022,17102032,2132,344,0.0,računska,82.3,28857.0,185197.96301629939,760.0,6449.0,878.0,240.0,D,HISA
41505,2022-671-298-100564,17.10.2022,17102032,1483,765,35.0,računska,12.78,4336.0,177568.1826315417,421.0,6158.0,1674.0,66.0,A2,BLOKI
41506,2022-827-121-100567,17.10.2022,17102032,1731,1150,2.0,računska,47.61,4388.0,176787.4572083563,62.79,10969.3,2326.0,52.0,C,STANOVANJE
41507,2022-570-61-100284,21.10.2022,21102032,657,1981,6.0,računska,163.76,3314.0,174818.78164825917,0.0,8284.0,1756.0,11.0,F,BLOKI
41508,2022-789-337-100710,23.10.2022,23102032,1695,251,49.0,računska,52.61,5078.0,175787.98030578785,38.83,4409.8,815.0,38.0,C,STANOVANJE
41509,2022-789-337-100718,23.10.2022,23102032,2636,308,0.0,računska,566.04,77680.0,182528.77855665833,548.62,80166.9,19189.0,78.0,G,HISA
41510,2022-689-232-100614,23.10.2022,23102032,1994,1047,0.0,računska,83.08,51889.0,194531.06306347396,918.0,33614.0,5927.0,424.0,D,HISA
41511,2022-806-343-100759,25.10.2022,25102032,1961,1429,3.0,računska,122.96,46245.0,185171.74519049155,483.79,18700.3,3400.0,231.0,E,PISARNE
41512,2022-614-36-100782,26.10.2022,26102032,296,82,0.0,računska,192.3,51638.0,184541.5630657897,298.64,57833.5,11343.0,175.0,F,HISA
41514,2022-549-386-100787,26.10.2022,26102032,639,692,0.0,računska,96.17,40296.0,185652.51586077086,438.06,46685.0,10767.0,201.0,D,HISA
41515,2022-524-24-100871,29.10.2022,29102032,1908,82,0.0,računska,84.65,9287.0,178031.09357428868,61.7,23218.2,4922.0,66.0,D,DRUGO
41516,2022-789-337-100873,29.10.2022,29102032,1695,911,0.0,računska,146.55,16031.0,177340.44080905744,308.98,2916.7,305.0,71.0,E,HISA
41517,2022-814-50-100905,31.10.2022,31102032,1959,5553,32.0,računska,39.16,4913.0,177325.4150661417,168.0,6782.0,1307.0,68.0,C,STANOVANJE
41518,2022-840-188-100955,04.11.2022,4112032,2303,1253,1.0,računska,235.04,46473.0,181144.3266355718,339.83,46803.6,8608.0,111.0,G,HISA
41519,2022-599-364-100958,04.11.2022,4112032,2030,1158,16.0,računska,40.51,5729.0,176552.04511731365,97.17,5739.9,1066.0,53.0,C,STANOVANJE
41520,2022-779-328-100991,07.11.2022,7112032,234,329,0.0,računska,110.34,45450.0,185108.97196224105,137.49,42755.1,10237.0,198.0,E,HISA
41521,2022-806-343-101016,08.11.2022,8112032,628,232,0.0,računska,113.54,25215.0,178019.3868130743,126.32,9114.4,1656.0,83.0,E,HISA
41522,2022-806-343-101019,08.11.2022,8112032,661,932,0.0,računska,139.2,51469.0,184063.51115312806,218.31,44478.2,10412.0,171.0,E,HISA
41523,2022-549-386-101023,08.11.2022,8112032,606,176,0.0,računska,85.02,22768.0,180498.7758962513,384.57,13300.7,2500.0,130.0,D,HISA
41524,2022-549-386-101026,08.11.2022,8112032,2585,2,0.0,računska,190.71,34627.0,178892.88707404828,379.78,11103.0,1780.0,97.0,F,HISA
41525,2022-712-85-101086,10.11.2022,10112032,1959,4323,113.0,računska,137.93,5296.0,175378.48196793106,259.0,7975.0,1811.0,18.0,E,PRODAJA
